function	description	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
K00174	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	16411.0	46638.2	5681.9	28743.5	4768.6	348.5	896.0	2677.66	8083.9	5745.7	6019.0	1956.5	33995.0	13056.0	4089.0
K00175	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	16411.0	46638.2	5681.9	28743.5	4768.6	348.5	896.0	2677.66	8083.9	5745.7	6019.0	1956.5	33995.0	13056.0	4089.0
K00176	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	712.25	17925.2	781.9	14590.5	870.6	45.5	850.0	1084.08	3605.9	460.7	1693.0	323.5	16583.5	4094.5	33.0
K00177	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	697.25	17925.2	781.9	14590.5	870.6	45.5	850.0	1082.08	3727.9	460.7	1697.0	323.5	16583.5	4094.5	33.0
K00179	iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	993.75	17623.6	455.2	13878.5	455.8	107.5	10.0	1078.25	3468.0	907.35	2567.1	292.75	19589.5	4093.5	36.0
K00180	iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	993.75	17612.6	455.2	13878.5	455.8	107.5	10.0	1078.25	3590.0	907.35	2567.1	292.75	19589.5	4093.5	36.0
K00183	K00183; prokaryotic molybdopterin-containing oxidoreductase family, molybdopterin binding subunit	904.5	70.5	160.5	21.0	6.0	90.0	0.0	25.5	49.5	88.5	120.0	0.0	39.0	33.0	9.0
K00184	K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit	2147.57	164.5	379.17	1831.0	15.0	210.0	0.0	59.5	2319.83	206.5	1834.67	31.67	97.0	99.0	21.0
K00185	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	1540.5700000000002	117.5	272.17	458.0	11.0	150.0	0.0	42.5	2286.83	147.5	1754.67	16.67	65.0	77.0	15.0
K00194	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]	16.0	243.6	340.2	18.5	437.8	0.5	0.0	0.0	131.0	0.6	188.1	0.0	0.0	0.0	0.0
K00196	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	15.42	2674.85	396.05	284.5	330.34000000000003	397.32	1313.2	99.78	435.42	803.6	814.1	11.0	317.2	20.33	0.0
K00197	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]	16.0	243.6	340.2	18.5	437.8	0.5	0.0	0.0	131.0	0.6	188.1	0.0	0.0	0.0	0.0
K00198	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	15322.84	11975.2	5568.4	261.5	4562.6	672.74	301.2	576.36	1834.84	5651.2	3997.2	1316.5	1870.2	4895.66	4017.0
K00200	fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00201	fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00202	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00208	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	1180.42	18804.2	1859.87	16352.6	1100.07	3837.2	16286.2	2205.78	6663.629999999999	547.4	7227.17	519.47	16100.3	5191.1	2089.3
K00209	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	88.87	338.4	87.85	1157.0	4838.4400000000005	21.8	294.8	9.4	790.1300000000001	55.6	483.8	80.3	25.6	18.0	2877.8
K00210	E1.3.1.12; prephenate dehydrogenase [EC:1.3.1.12]	336.15	17519.0	8.0	9862.0	25.0	15.0	10.0	1029.25	32.0	5.25	1186.0	136.25	4903.5	4061.5	25.0
K00214	BLVRA, bvdR; biliverdin reductase [EC:1.3.1.24]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	32517.81	38827.32	24727.65	24918.77	18676.910000000003	19967.05	25649.9	16678.66	12237.51	32464.47	23405.27	26369.93	36532.47	19029.1	24846.44
K00216	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	260.07	1192.6	1657.2	2603.6	5406.3	3179.0	4199.0	1025.27	1686.0300000000002	59.27	4627.5	158.6	242.4	1085.6	3910.77
K00217	E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00218	por; protochlorophyllide reductase [EC:1.3.1.33]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	22.0	0.0	0.0	0.0	0.0	0.0
K00219	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	860.0699999999999	1239.6	1762.2	2606.6	5399.969999999999	3232.0	5004.0	1039.6	1850.03	512.4	4736.400000000001	75.6	262.4	1077.6	4454.299999999999
K00220	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K00226	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	14538.25	22442.77	17100.530000000002	20111.67	8268.8	12416.33	12185.5	14662.58	437.83	25214.35	11766.1	24567.910000000003	29262.67	12560.17	15329.67
K00228	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	255.47000000000003	1192.6	1655.2	2592.6	5395.969999999999	3172.0	4199.0	1040.6	1687.0300000000002	92.0	4627.5	101.1	234.4	1057.6	4395.099999999999
K00230	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	325.4	1467.7	1995.4	3070.6	5741.1	3879.0	4202.0	1130.6	1799.7	451.2000000000001	4614.7	139.1	275.4	1175.6	4249.9
K00231	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	15397.0	11194.0	4899.0	284.0	3843.0	290.0	36.0	661.5	936.4	5285.67	2991.8	1483.0	12541.0	4934.0	4191.67
K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0
K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	29895.390000000003	35173.1	22848.37	23450.6	16911.97	16223.399999999998	4552.2	15299.55	8686.26	30231.17	20492.97	25263.27	35271.1	18510.1	23183.77
K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	29577.890000000003	34832.6	22794.87	22930.6	16888.97	16193.399999999998	4548.2	15271.55	8547.76	30201.67	20234.97	25243.27	31049.1	18499.1	23180.77
K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	16061.89	29933.6	6557.87	16548.6	9294.97	3512.0	4245.0	2833.3500000000004	8129.76	5399.67	10370.97	1853.27	17721.9	10117.1	8616.769999999999
K00242	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	264.47	1192.6	1657.2	2603.6	5406.969999999999	3179.0	4199.0	1043.2700000000002	1689.0300000000002	81.67	4627.5	189.1	242.4	1087.6	4543.77
K00243	K00243; uncharacterized protein	18076.67	29657.52	5988.38	14723.17	4926.01	2471.4	13970.7	3075.44	4261.15	6116.6	5896.900000000001	2666.16	21973.870000000003	9233.5	5807.67
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	4794.82	2194.85	2979.2	7947.599999999999	6187.3	5901.17	31643.0	1515.9299999999998	2129.12	1426.6	5753.6	532.1	970.4	1466.93	4396.4
K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	574.9	1446.1	1708.7	3271.6	5413.8	3874.0	4202.0	1037.1	1683.2	473.1	4638.6	118.1	249.4	1130.6	4226.9
K00246	frdC; fumarate reductase subunit C	273.4	1422.6	1655.2	3264.6	5411.8	3844.0	4202.0	1028.6	1666.7	443.6	4598.6	118.1	236.4	1119.6	4223.9
K00247	frdD; fumarate reductase subunit D	259.4	1422.6	1655.2	2600.6	5411.8	3844.0	4202.0	1028.6	1666.7	443.6	4598.6	96.1	234.4	1109.6	4223.9
K00248	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]	275.66	2548.95	752.1	1327.0	1262.35	38.51	1377.0	243.49	43.26	449.2	1486.2	68.0	6465.0	7.99	621.0
K00249	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	72.4	0.0	0.0	65.0	2.68	0.0	0.0	238.0	32.0	101.8	86.7	10.0	6.0	0.0	2591.6
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	7.67	0.0	0.0	0.0	0.67	0.0	0.0	19.5	22.33	22.4	28.9	7.0	2.0	0.0	677.2
K00253	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	1.67	0.0	0.0	0.0	0.67	0.0	0.0	18.0	20.33	12.4	28.9	9.0	0.0	0.0	677.2
K00254	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	354.89000000000004	1427.6	1669.87	4370.6	5442.969999999999	3860.0	4202.0	2165.02	3894.3600000000006	514.4200000000001	6553.170000000001	240.02	3833.9	3303.1	5075.77
K00255	ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.8	85.3	0.0	0.0	0.0	106.4
K00257	mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]	414.56	17519.0	23.85	13692.0	57.89	15.0	10.0	1245.25	128.99	121.4	1360.8	249.5	19359.5	4063.5	3480.4
K00259	ald; alanine dehydrogenase [EC:1.4.1.1]	2317.75	18014.0	352.0	16612.0	400.0	525.0	14479.0	1366.25	3903.5	591.0	1900.0	476.5	15980.5	4281.5	81.0
K00260	gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]	15375.0	11240.6	5232.2	530.5	4230.8	290.25	36.0	600.25	929.0	5275.6	3780.1	1374.0	1657.0	4896.0	4026.0
K00261	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	15321.0	11195.0	4888.0	226.0	3814.5	274.0	36.0	496.0	1066.5	5316.8	3605.4	1302.0	1641.0	4884.0	4147.7
K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	16850.57	45614.77	18573.55	37149.27	13652.34	17228.73	21355.7	16932.96	14402.26	26522.500000000004	20617.97	25091.43	49939.77	17937.27	20083.77
K00263	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	44.67	0.0	0.0	49.0	0.67	0.0	0.0	40.0	18.33	11.0	0.0	2.0	2.0	0.0	624.0000000000001
K00265	gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	14704.89	23644.1	18168.87	22107.1	13339.97	15472.5	16330.0	14517.85	7586.76	24970.5	17666.97	23923.27	29191.9	13524.1	19454.1
K00266	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	46316.990000000005	70908.70000000001	28545.60000000001	38630.6	22141.02	18779.72	29248.6	16923.51	17340.25	37715.6	27920.0	27155.1	54332.0	27753.58	28965.1
K00270	pdh; phenylalanine dehydrogenase [EC:1.4.1.20]	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K00271	vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K00274	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	1.82	134.25	40.0	3.0	0.67	0.42	31.0	21.08	22.42	13.0	61.0	2.0	0.0	1.33	613.0
K00275	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	351.89	1433.6	1676.87	5081.6	5424.639999999999	3844.0	4202.0	2069.85	7163.36	488.25	6553.170000000001	207.02	3788.9	3553.1	5544.099999999999
K00276	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1031.2	1018.9	6.4	4224.7	16.8	216.8	1037.6	904.3
K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]	801.6400000000001	20179.45	2062.77	17429.1	5943.85	4105.07	8980.2	2259.21	7755.849999999999	919.6	9195.07	490.77	18006.1	5259.43	4812.099999999999
K00281	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	661.3900000000001	18711.6	1678.87	16253.6	5443.639999999999	3194.0	4209.0	2083.52	7194.36	121.02	7710.27	393.02	19651.4	5151.1	6459.57
K00282	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]	73.0	705.1	340.2	781.0	418.8	6.0	2419.0	67.83	17.5	446.85	1190.1	126.25	876.0	18.0	1.0
K00283	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	73.0	1656.1	340.2	1540.0	418.8	6.0	3236.0	67.83	17.5	446.85	1400.1	126.25	2970.0	18.0	1.0
K00284	E1.4.7.1; glutamate synthase (ferredoxin) [EC:1.4.7.1]	15420.09	12360.25	4951.0	1451.0	3975.0	1177.82	9023.2	590.28	6495.75	6005.0	4740.0	1470.67	6851.2	5008.33	4419.0
K00285	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]	284.07000000000005	1192.6	1655.2	2641.6	5396.639999999999	3172.0	4199.0	1141.6	1693.0300000000002	131.39999999999998	4656.400000000001	109.1	234.4	1055.6	5061.299999999999
K00286	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	32303.23	39261.47	24291.95	24823.27	18278.51	19104.57	20576.7	16583.71	11686.43	32164.37	23126.07	26348.93	39694.77	18950.43	27652.84
K00287	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	31925.81	36369.52	23549.05	24295.27	17524.510000000002	19122.9	22186.7	16617.21	11773.51	32096.67	22590.97	26345.93	36207.27	18930.1	24834.44
K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	429.84	18324.92	104.0	14282.67	97.0	981.15	2637.2	1165.19	6189.48	342.0	3086.4700000000003	470.33	16225.37	4216.5	1075.67
K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	88.0	4.0	0.0	2526.0	10.0	0.0	0.0	51.0	6.0	21.0	0.0	120.0	10947.0	6.0	5.0
K00297	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	14406.56	26943.27	18103.2	23571.27	13253.969999999998	17153.48	10029.2	14848.8	10730.42	26261.67	19506.87	24137.93	33273.770000000004	13845.77	20777.64
K00298	ceo; N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]	18.0	0.0	0.0	3.0	0.0	0.0	805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00299	ssuE; FMN reductase [EC:1.5.1.38]	356.14	1192.6	1655.2	2646.6	5413.969999999999	3181.0	4199.0	1202.1	1703.36	94.0	4627.5	73.6	265.4	1065.6	4874.099999999999
K00301	E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0
K00302	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]	0.8	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	613.0
K00303	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]	13.8	367.0	0.0	0.0	2.01	6.0	0.0	18.0	0.0	27.0	33.0	11.0	0.0	0.0	1839.0
K00304	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]	0.8	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	613.0
K00305	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]	0.8	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	613.0
K00311	ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	2.07	0.0	0.0	0.0	0.67	0.0	0.0	18.0	20.33	12.4	28.9	16.0	0.0	0.0	677.2
K00313	fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	16911.1	14442.1	9798.1	4602.799999999999	5948.2	9842.35	12606.6	3610.35	3967.7	5360.5	15709.4	1395.4	2252.4	8083.8	6406.8
K00318	PRODH; proline dehydrogenase [EC:1.5.-.-]	79.0	4.0	0.0	2526.0	10.0	0.0	0.0	40.0	8.0	21.0	0.0	117.0	10947.0	6.0	5.0
K00322	sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]	253.4	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1022.6	1672.7	58.0	4627.5	90.1	234.4	1055.6	4384.099999999999
K00324	pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	27273.54	11225.6	34138.2	15350.6	20559.64	28414.0	4278.0	25814.6	2223.36	50109.4	24378.4	46905.100000000006	26410.4	17859.600000000002	34706.3
K00325	pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	13767.47	6326.6	17901.2	8979.599999999999	12985.97	16129.0	4240.0	13421.6	1945.03	25285.0	14488.5	23505.1	13328.4	9484.6	19465.1
K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	121.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	129.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00332	nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]	65.74000000000001	28.0	4.67	17.0	21.0	35.0	0.0	120.0	5490.66	42.0	1565.67	44.67	41.0	64.0	37.0
K00333	nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	65.74000000000001	28.0	4.67	17.0	21.0	35.0	0.0	120.0	5490.66	42.0	1565.67	44.67	41.0	66.0	37.0
K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	538.8900000000001	2314.7	2071.07	7608.599999999999	6024.77	3723.0	8710.0	2203.35	7831.36	446.85	8373.27	340.52	16278.9	3673.1	4841.099999999999
K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	486.89	1893.7	2069.07	3437.6	6014.77	3241.0	9564.0	2168.85	7970.36	930.85	7852.27	274.52	4529.9	3561.1	4830.099999999999
K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]	15831.31	15517.95	7012.92	3759.6	9872.31	3527.42	7227.0	2715.93	8925.78	5861.85	10819.27	1595.02	9643.9	8448.43	8853.099999999999
K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	668.8900000000001	18739.6	1667.87	14000.6	5441.969999999999	3222.0	4235.0	2192.6800000000003	10470.76	129.0	7379.97	335.27	5184.9	5195.1	4446.099999999999
K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	7202.76	129.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	121.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	129.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]	687.3900000000001	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	121.0	7750.97	328.27	8739.4	5185.1	4446.099999999999
K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	129.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]	654.89	18739.6	1667.87	13789.6	5441.969999999999	3222.0	4209.0	2180.1800000000003	10470.76	121.0	7379.97	328.27	5184.9	5185.1	4446.099999999999
K00344	qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	327.87	1192.6	1659.2	2659.6	5437.81	3195.0	4199.0	1304.44	1700.0300000000002	170.14	4656.400000000001	277.1	281.4	1125.6	5991.639999999999
K00346	nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.8]	398.95	17890.399999999998	80.0	14795.0	4737.400000000001	708.8	21.8	1063.98	710.7	461.6	1589.6	330.8	15874.1	4139.5	3460.3
K00347	nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.8]	401.95	17890.399999999998	80.0	14795.0	4737.400000000001	708.8	21.8	1064.98	710.7	461.6	1589.6	330.8	15874.1	4139.5	3460.3
K00348	nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:1.6.5.8]	401.95	17890.399999999998	80.0	14795.0	4737.400000000001	708.8	21.8	1064.98	710.7	461.6	1589.6	330.8	15874.1	4139.5	3460.3
K00349	nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.8]	401.95	17890.399999999998	80.0	14795.0	4737.400000000001	708.8	21.8	1064.98	710.7	461.6	1589.6	330.8	15874.1	4139.5	3460.3
K00350	nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.8]	401.95	17890.399999999998	80.0	14795.0	4737.400000000001	708.8	21.8	1064.98	710.7	461.6	1589.6	330.8	15874.1	4139.5	3460.3
K00351	nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.8]	401.95	17890.399999999998	80.0	14795.0	4737.400000000001	1105.2	287.0	1139.1799999999998	872.7	461.6	1589.6	330.8	16103.3	4148.5	3460.3
K00354	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]	545.0	0.0	264.0	121.0	335.0	6.0	12083.0	73.0	129.0	96.0	261.0	138.5	23.0	20.0	36.0
K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	93.76	213.25	67.0	134.0	21.07	475.42	2386.0	105.08	141.07999999999998	444.8	370.9	3.0	70.0	167.32999999999998	3484.4
K00356	E1.6.99.3; NADH dehydrogenase [EC:1.6.99.3]	4.4	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	22.0	0.0	7.0	0.0	0.0	0.0
K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	282.8	1196.6	1706.2	2603.6	5428.04	3179.0	4230.0	1059.2700000000002	1831.2	88.66999999999999	4723.400000000001	243.1	242.4	1091.6	7570.669999999999
K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	272.4	1196.6	1666.2	2611.6	5407.139999999999	3179.0	4199.0	1036.2700000000002	1665.7	71.27000000000001	4598.6	241.1	242.4	1091.6	5092.57
K00364	E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]	17754.899999999998	12460.27	7189.53	3508.27	9644.3	5177.33	16379.5	2780.9300000000003	2744.03	5540.6	7911.6	2379.26	2503.57	6155.27	8471.57
K00365	uaZ; urate oxidase [EC:1.7.3.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	15357.24	14139.6	5284.049999999999	285.0	4409.34	683.24	804.2	611.36	1114.84	5289.6	3254.1	1307.0	5303.2	4897.66	4023.0
K00367	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K00368	nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]	121.0	69.0	11.0	23.0	47.0	103.0	0.0	226.17	0.0	38.67	33.0	176.0	96.0	212.0	174.67
K00370	narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	15861.6	13465.8	8128.4	4755.199999999999	9947.87	6638.2	8425.199999999999	2648.9700000000003	3601.6	5331.27	11796.4	1585.9	2053.2	7077.2	9373.67
K00371	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	15861.6	13465.8	8128.4	4739.199999999999	9947.87	6638.2	8425.199999999999	2648.9700000000003	3602.6	5331.27	11796.4	1585.9	2053.2	7077.2	9373.67
K00372	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	1.82	182.25	95.85	63.0	87.61	0.42	2689.0	31.08	425.92	414.4	272.9	2.0	0.0	1.33	3057.9
K00373	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	15845.6	13465.8	8128.4	5208.199999999999	9947.87	6638.2	8425.199999999999	2648.9700000000003	3601.6	5329.27	11796.4	1585.9	2055.2	7077.2	9347.67
K00374	narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	15875.6	13465.8	8128.4	4966.199999999999	9947.87	6638.2	8425.199999999999	2648.9700000000003	3602.6	5331.27	11796.4	1592.9	2053.2	7087.2	9373.67
K00375	K00375; GntR family transcriptional regulator / MocR family aminotransferase	15602.6	14971.3	5528.2	5066.999999999999	18403.48	1272.55	5120.6	849.65	6308.400000000001	6221.6	5995.6	1728.9	6291.0	5257.0	20824.6
